Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Category Id,Category Name,Customer Segment,Department Id,Department Name,Latitude,Longitude,Market,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Product Price,Shipping Mode,shipping_pressure_idx,mode_risk_flag,regional_congestion_idx,order_complexity_score,order_value_per_unit,profit_margin,high_discount_flag,benefit_per_unit,Actual_Late,Late_Probability,Risk_Category
DEBIT,1,-225.48,293.97,9,Cardio Equipment,Consumer,3,Footwear,35.36254501,-119.0186996,Europe,6.0,0.02,99.99,-0.77,3,299.97,293.97,-225.48,Eastern Europe,99.99,First Class,0.25,0,0.5477099236641222,0.29,74.9925,-0.7491776589028806,0,-56.37,1,0.998595,High
PAYMENT,1,81.9,181.99,48,Water Sports,Consumer,7,Fan Shop,18.29778481,-66.37062073,Europe,18.0,0.09,199.99,0.45,1,199.99,181.99,81.9,Western Europe,199.99,First Class,0.5,0,0.5572617350926394,0.18,99.995,0.4074829593512115,0,40.95,1,0.998595,High
DEBIT,1,16.31,43.48,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,39.74662018,-104.8164368,LATAM,6.5,0.13,49.98,0.38,1,49.98,43.48,16.31,Central America,49.98,First Class,0.5,0,0.550160672624026,0.1933333333333333,24.99,0.3199293840721852,1,8.155,1,0.998595,High
DEBIT,1,18.9,42.0,24,Women's Apparel,Consumer,5,Golf,18.22830582,-66.37059021,LATAM,8.0,0.16,50.0,0.45,1,50.0,42.0,18.9,Central America,50.0,First Class,0.5,0,0.550160672624026,0.2033333333333333,25.0,0.3705882352941176,1,9.45,1,0.998595,High
PAYMENT,1,17.46,38.79,29,Shop By Sport,Corporate,5,Golf,39.69681549,-104.8411789,LATAM,1.2,0.03,39.99,0.45,1,39.99,38.79,17.46,Caribbean,39.99,First Class,0.5,0,0.5320455226115604,0.16,19.995,0.4259575506221029,0,8.73,1,0.998594,High
DEBIT,1,87.29,174.57,17,Cleats,Consumer,4,Apparel,30.27972984,-97.83985138,USCA,5.4,0.03,59.99,0.5,3,179.97,174.57,87.29,West of USA ,59.99,First Class,0.25,0,0.5421780332453006,0.2933333333333333,44.9925,0.4823451400784661,0,21.8225,1,0.998594,High
PAYMENT,1,40.87,86.97,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,40.74015808,-73.84850311,Europe,12.99,0.13,49.98,0.47,2,99.96,86.97,40.87,Southern Europe,49.98,First Class,0.3333333333333333,0,0.540751521566552,0.26,33.32,0.4048137876386687,1,13.623333333333331,1,0.998594,High
DEBIT,1,48.72,167.99,48,Water Sports,Corporate,7,Fan Shop,39.10291672,-77.07506561,LATAM,32.0,0.16,199.99,0.29,1,199.99,167.99,48.72,South America,199.99,First Class,0.5,0,0.544642104375685,0.2033333333333333,99.995,0.2424001194089258,1,24.36,1,0.998593,High
DEBIT,1,168.95,351.98,45,Fishing,Home Office,7,Fan Shop,18.29445267,-66.3706131,Europe,48.0,0.12,399.98,0.48,1,399.98,351.98,168.95,Southern Europe,399.98,First Class,0.5,0,0.540751521566552,0.19,199.99,0.4213427103596189,1,84.475,1,0.998593,High
PAYMENT,1,34.12,97.49,18,Men's Footwear,Corporate,4,Apparel,18.24757576,-66.02529144,Pacific Asia,32.5,0.25,129.99,0.35,1,129.99,97.49,34.12,Oceania,129.99,First Class,0.5,0,0.537626449543548,0.2333333333333333,64.995,0.2604778990762653,1,17.06,1,0.998593,High
PAYMENT,1,10.37,82.99,9,Cardio Equipment,Consumer,3,Footwear,18.22408867,-66.04916382,Pacific Asia,17.0,0.17,99.99,0.13,1,99.99,82.99,10.37,Oceania,99.99,First Class,0.5,0,0.537626449543548,0.2066666666666666,49.995,0.1026834340033666,1,5.185,1,0.998593,High
PAYMENT,1,18.91,126.09,18,Men's Footwear,Consumer,4,Apparel,18.28686905,-66.37055206,Pacific Asia,3.9,0.03,129.99,0.15,1,129.99,126.09,18.91,South Asia,129.99,First Class,0.5,0,0.5620778385332904,0.16,64.995,0.1443621650507672,0,9.455,1,0.998593,High
CASH,1,16.79,167.93,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,37.76897812,-122.3891907,USCA,31.99,0.16,49.98,0.1,4,199.92,167.93,16.79,West of USA ,49.98,First Class,0.2,0,0.5421780332453006,0.4033333333333333,39.984,0.0835655982480589,1,3.358,1,0.998593,High
DEBIT,1,-150.27,205.0,24,Women's Apparel,Corporate,5,Golf,32.79741287,-115.5666199,Europe,45.0,0.18,50.0,-0.73,5,250.0,205.0,-150.27,Western Europe,50.0,First Class,0.1666666666666666,0,0.5572617350926394,0.4766666666666666,41.66666666666666,-0.5986852589641435,1,-25.045,1,0.998592,High
PAYMENT,1,20.75,165.99,48,Water Sports,Home Office,7,Fan Shop,29.88981438,-95.47782135,LATAM,34.0,0.17,199.99,0.13,1,199.99,165.99,20.75,Central America,199.99,First Class,0.5,0,0.550160672624026,0.2066666666666666,99.995,0.1032389671127916,1,10.375,1,0.998592,High
DEBIT,1,14.65,232.5,24,Women's Apparel,Consumer,5,Golf,26.15756989,-80.19480133,LATAM,17.5,0.07,50.0,0.06,5,250.0,232.5,14.65,South America,50.0,First Class,0.1666666666666666,0,0.544642104375685,0.44,41.66666666666666,0.0583665338645418,0,2.441666666666667,1,0.998592,High
PAYMENT,1,44.13,126.09,18,Men's Footwear,Corporate,4,Apparel,18.28449631,-66.37060547,Europe,3.9,0.03,129.99,0.35,1,129.99,126.09,44.13,Western Europe,129.99,First Class,0.5,0,0.5572617350926394,0.16,64.995,0.3368959462554393,0,22.065,1,0.998591,High
DEBIT,1,-139.19,347.98,45,Fishing,Consumer,7,Fan Shop,25.98771095,-80.25540161,Pacific Asia,52.0,0.13,399.98,-0.4,1,399.98,347.98,-139.19,South Asia,399.98,First Class,0.5,0,0.5620778385332904,0.1933333333333333,199.99,-0.3471245448650805,1,-69.595,1,0.998591,High
DEBIT,1,12.32,43.98,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,40.03064728,-76.87372589,Europe,6.0,0.12,49.98,0.28,1,49.98,43.98,12.32,Western Europe,49.98,First Class,0.5,0,0.5572617350926394,0.19,24.99,0.2416633974107493,1,6.16,1,0.998591,High
CASH,1,-3.4,53.99,17,Cleats,Home Office,4,Apparel,33.64315033,-117.6942673,LATAM,6.0,0.1,59.99,-0.06,1,59.99,53.99,-3.4,South America,59.99,First Class,0.5,0,0.544642104375685,0.1833333333333333,29.995,-0.0557468437448762,0,-1.7,1,0.998591,High
PAYMENT,1,1.17,116.99,18,Men's Footwear,Consumer,4,Apparel,41.72254562,-88.27864075,Europe,13.0,0.1,129.99,0.01,1,129.99,116.99,1.17,Western Europe,129.99,First Class,0.5,0,0.5572617350926394,0.1833333333333333,64.995,0.0089319795404229,0,0.585,1,0.998591,High
CASH,1,63.7,363.98,45,Fishing,Consumer,7,Fan Shop,43.58177948,-116.3938828,Europe,36.0,0.09,399.98,0.18,1,399.98,363.98,63.7,Eastern Europe,399.98,First Class,0.5,0,0.5477099236641222,0.18,199.99,0.1588607910618983,0,31.85,1,0.99859,High
PAYMENT,1,152.6,317.92,73,Sporting Goods,Corporate,2,Fitness,18.24074173,-66.03705597,Pacific Asia,9.83,0.03,327.75,0.48,1,327.75,317.92,152.6,Southeast Asia,327.75,First Class,0.5,0,0.5522151898734177,0.16,163.875,0.4641825095057034,0,76.3,1,0.99859,High
PAYMENT,1,32.04,110.49,18,Men's Footwear,Consumer,4,Apparel,18.29195595,-66.37062073,LATAM,19.5,0.15,129.99,0.29,1,129.99,110.49,32.04,South America,129.99,First Class,0.5,0,0.544642104375685,0.1999999999999999,64.995,0.2445988243377357,1,16.02,1,0.998589,High
PAYMENT,1,11.34,141.75,24,Women's Apparel,Home Office,5,Golf,46.18725205,-123.0871201,Europe,8.25,0.06,50.0,0.08,3,150.0,141.75,11.34,Western Europe,50.0,First Class,0.25,0,0.5572617350926394,0.3033333333333333,37.5,0.0750993377483443,0,2.835,1,0.998589,High
PAYMENT,1,156.78,319.97,9,Cardio Equipment,Consumer,3,Footwear,39.28316116,-76.4968338,USCA,79.99,0.2,99.99,0.49,4,399.96,319.97,156.78,West of USA ,99.99,First Class,0.2,0,0.5421780332453006,0.4166666666666667,79.99199999999999,0.391011572226656,1,31.356,1,0.998589,High
DEBIT,1,14.4,47.99,17,Cleats,Home Office,4,Apparel,32.72384262,-96.87991333,Europe,12.0,0.2,59.99,0.3,1,59.99,47.99,14.4,Northern Europe,59.99,First Class,0.5,0,0.5410485933503836,0.2166666666666666,29.995,0.2361042793900639,1,7.2,1,0.998589,High
CASH,1,21.12,240.0,24,Women's Apparel,Consumer,5,Golf,40.28383255,-75.08702087,Africa,10.0,0.04,50.0,0.09,5,250.0,240.0,21.12,West Africa,50.0,First Class,0.1666666666666666,0,0.5265683921837504,0.43,41.66666666666666,0.0841434262948207,0,3.52,1,0.998589,High
PAYMENT,1,48.14,165.99,48,Water Sports,Consumer,7,Fan Shop,39.31308365,-76.61802673,LATAM,34.0,0.17,199.99,0.29,1,199.99,165.99,48.14,Caribbean,199.99,First Class,0.5,0,0.5320455226115604,0.2066666666666666,99.995,0.2395144037016767,1,24.07,1,0.998588,High
PAYMENT,1,-86.67,371.98,45,Fishing,Home Office,7,Fan Shop,18.26770783,-66.37054443,Pacific Asia,28.0,0.07,399.98,-0.23,1,399.98,371.98,-86.67,Southeast Asia,399.98,First Class,0.5,0,0.5522151898734177,0.1733333333333333,199.99,-0.2161454436630255,0,-43.335,1,0.998588,High
DEBIT,1,77.08,164.0,24,Women's Apparel,Consumer,5,Golf,18.26369286,-66.37063599,LATAM,36.0,0.18,50.0,0.47,4,200.0,164.0,77.08,South America,50.0,First Class,0.2,0,0.544642104375685,0.41,40.0,0.3834825870646766,1,15.416,1,0.998588,High
PAYMENT,1,195.99,391.98,45,Fishing,Consumer,7,Fan Shop,40.66480255,-74.11959076,Europe,8.0,0.02,399.98,0.5,1,399.98,391.98,195.99,Northern Europe,399.98,First Class,0.5,0,0.5410485933503836,0.1566666666666666,199.99,0.4887774951369145,0,97.995,1,0.998588,High
DEBIT,1,28.82,384.23,62,Cameras ,Corporate,10,Technology,21.39037895,-158.0046234,Europe,67.81,0.15,452.04,0.08,1,452.04,384.23,28.82,Western Europe,452.04,First Class,0.5,0,0.5572617350926394,0.1999999999999999,226.02,0.0636146918594384,1,14.41,1,0.998588,High
PAYMENT,1,-82.37,123.49,18,Men's Footwear,Consumer,4,Apparel,32.75856018,-117.0881882,Pacific Asia,6.5,0.05,129.99,-0.67,1,129.99,123.49,-82.37,Southeast Asia,129.99,First Class,0.5,0,0.5522151898734177,0.1666666666666666,64.995,-0.6288266279868692,0,-41.185,1,0.998588,High
CASH,1,34.64,98.96,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,40.62810135,-73.96759033,LATAM,1.0,0.01,49.98,0.35,2,99.96,98.96,34.64,Central America,49.98,First Class,0.3333333333333333,0,0.550160672624026,0.22,33.32,0.3431061806656101,0,11.546666666666669,1,0.998587,High
PAYMENT,1,20.08,40.98,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,18.21465302,-66.37059021,Europe,9.0,0.18,49.98,0.49,1,49.98,40.98,20.08,Southern Europe,49.98,First Class,0.5,0,0.540751521566552,0.21,24.99,0.3938799529227147,1,10.04,1,0.998587,High
CASH,1,22.52,71.96,32,Golf Apparel,Consumer,6,Outdoors,18.28800392,-66.37052155,Europe,8.0,0.1,19.99,0.31,4,79.96,71.96,22.52,Western Europe,19.99,First Class,0.2,0,0.5572617350926394,0.3833333333333333,15.992,0.2781620553359684,0,4.504,1,0.998587,High
CASH,1,-593.97,359.98,45,Fishing,Home Office,7,Fan Shop,18.24984551,-66.37050629,USCA,40.0,0.1,399.98,-1.65,1,399.98,359.98,-593.97,US Center ,399.98,First Class,0.5,0,0.5585197934595525,0.1833333333333333,199.99,-1.481295825228191,0,-296.985,1,0.998587,High
PAYMENT,1,95.0,197.92,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,18.35902214,-66.07817078,LATAM,2.0,0.01,49.98,0.48,4,199.92,197.92,95.0,South America,49.98,First Class,0.2,0,0.544642104375685,0.3533333333333333,39.984,0.4728250049771053,0,19.0,1,0.998587,High
PAYMENT,1,-33.2,166.0,24,Women's Apparel,Consumer,5,Golf,18.26435471,-66.37060547,Europe,34.0,0.17,50.0,-0.2,4,200.0,166.0,-33.2,Western Europe,50.0,First Class,0.2,0,0.5572617350926394,0.4066666666666667,40.0,-0.1651741293532338,1,-6.640000000000001,1,0.998587,High
DEBIT,1,52.44,111.57,29,Shop By Sport,Corporate,5,Golf,18.28193474,-66.37062836,Europe,8.4,0.07,39.99,0.47,3,119.97,111.57,52.44,Western Europe,39.99,First Class,0.25,0,0.5572617350926394,0.3066666666666666,29.9925,0.4334959080763825,0,13.11,1,0.998586,High
DEBIT,1,-2.32,92.96,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,18.29691505,-66.37062073,Europe,7.0,0.07,49.98,-0.03,2,99.96,92.96,-2.32,Southern Europe,49.98,First Class,0.3333333333333333,0,0.540751521566552,0.24,33.32,-0.0229793977812995,0,-0.7733333333333333,1,0.998586,High
DEBIT,1,18.29,50.39,17,Cleats,Home Office,4,Apparel,33.90527344,-118.3538666,Pacific Asia,9.6,0.16,59.99,0.36,1,59.99,50.39,18.29,Southeast Asia,59.99,First Class,0.5,0,0.5522151898734177,0.2033333333333333,29.995,0.2998852270864076,1,9.145,1,0.998586,High
DEBIT,1,8.09,107.89,18,Men's Footwear,Consumer,4,Apparel,29.58872604,-100.9480209,USCA,22.1,0.17,129.99,0.08,1,129.99,107.89,8.09,East of USA,129.99,First Class,0.5,0,0.5549381609607457,0.2066666666666666,64.995,0.0617604397282235,1,4.045,1,0.998586,High
PAYMENT,1,-479.98,399.98,45,Fishing,Home Office,7,Fan Shop,35.21258926,-80.79562378,USCA,0.0,0.0,399.98,-1.2,1,399.98,399.98,-479.98,South of  USA ,399.98,First Class,0.5,0,0.5564892623716153,0.15,199.99,-1.1970173075963888,0,-239.99,1,0.998586,High
DEBIT,1,28.73,110.49,18,Men's Footwear,Corporate,4,Apparel,39.79858017,-77.03074646,LATAM,19.5,0.15,129.99,0.26,1,129.99,110.49,28.73,Central America,129.99,First Class,0.5,0,0.550160672624026,0.1999999999999999,64.995,0.2193297198259409,1,14.365,1,0.998586,High
PAYMENT,1,54.8,156.57,3,Baseball & Softball,Corporate,2,Fitness,34.2462616,-119.1743774,USCA,23.4,0.13,59.99,0.35,3,179.97,156.57,54.8,East of USA,59.99,First Class,0.25,0,0.5549381609607457,0.3266666666666666,44.9925,0.3028126208763883,1,13.7,1,0.998585,High
DEBIT,1,-52.99,383.98,45,Fishing,Consumer,7,Fan Shop,18.20397568,-66.37054443,Europe,16.0,0.04,399.98,-0.14,1,399.98,383.98,-52.99,Northern Europe,399.98,First Class,0.5,0,0.5410485933503836,0.1633333333333333,199.99,-0.132151229487755,0,-26.495,1,0.998585,High
CASH,1,6.98,32.79,29,Shop By Sport,Consumer,5,Golf,32.68590164,-114.6244736,USCA,7.2,0.18,39.99,0.21,1,39.99,32.79,6.98,East of USA,39.99,First Class,0.5,0,0.5549381609607457,0.21,19.995,0.1702854354720663,1,3.49,1,0.998585,High
PAYMENT,1,47.23,249.9,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,33.61217499,-117.7096787,USCA,0.0,0.0,49.98,0.19,5,249.9,249.9,47.23,West of USA ,49.98,First Class,0.1666666666666666,0,0.5421780332453006,0.4166666666666667,41.65,0.1882423276205659,0,7.871666666666666,1,0.998585,High
CASH,1,64.8,239.98,43,Camping & Hiking,Consumer,7,Fan Shop,18.29656792,-66.37059784,LATAM,60.0,0.2,299.98,0.27,1,299.98,239.98,64.8,South America,299.98,First Class,0.5,0,0.544642104375685,0.2166666666666666,149.99,0.2152966974549803,1,32.4,1,0.998585,High
CASH,1,21.0,299.98,43,Camping & Hiking,Home Office,7,Fan Shop,18.28886795,-66.37054443,Europe,0.0,0.0,299.98,0.07,1,299.98,299.98,21.0,Eastern Europe,299.98,First Class,0.5,0,0.5477099236641222,0.15,149.99,0.0697720778789288,0,10.5,1,0.998585,High
PAYMENT,1,24.56,109.17,29,Shop By Sport,Consumer,5,Golf,18.27913666,-66.37059021,Pacific Asia,10.8,0.09,39.99,0.23,3,119.97,109.17,24.56,Southeast Asia,39.99,First Class,0.25,0,0.5522151898734177,0.3133333333333333,29.9925,0.2030255435231875,0,6.14,1,0.998585,High
PAYMENT,1,24.24,193.95,29,Shop By Sport,Consumer,5,Golf,44.1065712,-12.32418346,Pacific Asia,6.0,0.03,39.99,0.13,5,199.95,193.95,24.24,Oceania,39.99,First Class,0.1666666666666666,0,0.537626449543548,0.4266666666666667,33.325,0.1206270216471759,0,4.04,1,0.998584,High
DEBIT,1,21.57,74.38,29,Shop By Sport,Corporate,5,Golf,37.56232834,-121.9893875,Pacific Asia,5.6,0.07,39.99,0.29,2,79.98,74.38,21.57,West Asia,39.99,First Class,0.3333333333333333,0,0.5579408086702793,0.24,26.66,0.2663620647073351,0,7.19,1,0.998584,High
DEBIT,1,8.64,47.98,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,25.74848175,-80.21038055,Europe,2.0,0.04,49.98,0.18,1,49.98,47.98,8.64,Southern Europe,49.98,First Class,0.5,0,0.540751521566552,0.1633333333333333,24.99,0.1694782267555904,0,4.32,1,0.998584,High
PAYMENT,1,18.15,50.0,24,Women's Apparel,Home Office,5,Golf,41.895607,-87.70045471,USCA,0.0,0.0,50.0,0.36,1,50.0,50.0,18.15,East of USA,50.0,First Class,0.5,0,0.5549381609607457,0.15,25.0,0.3558823529411764,0,9.075,1,0.998584,High
PAYMENT,1,37.3,100.8,26,Girls' Apparel,Consumer,5,Golf,25.82266045,-80.28019714,Europe,19.2,0.16,30.0,0.37,4,120.0,100.8,37.3,Western Europe,30.0,First Class,0.2,0,0.5572617350926394,0.4033333333333333,24.0,0.3082644628099173,1,7.459999999999999,1,0.998584,High
DEBIT,1,75.68,260.98,43,Camping & Hiking,Consumer,7,Fan Shop,18.2275734,-66.04371643,Europe,39.0,0.13,299.98,0.29,1,299.98,260.98,75.68,Western Europe,299.98,First Class,0.5,0,0.5572617350926394,0.1933333333333333,149.99,0.2514452787560635,1,37.84,1,0.998583,High
DEBIT,1,-15.83,179.93,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,32.82715988,-97.00611877,Europe,19.99,0.1,49.98,-0.09,4,199.92,179.93,-15.83,Eastern Europe,49.98,First Class,0.2,0,0.5477099236641222,0.3833333333333333,39.984,-0.0787875771451323,0,-3.166,1,0.998583,High
DEBIT,1,9.39,107.89,18,Men's Footwear,Consumer,4,Apparel,25.74613953,-80.39176178,LATAM,22.1,0.17,129.99,0.09,1,129.99,107.89,9.39,Central America,129.99,First Class,0.5,0,0.550160672624026,0.2066666666666666,64.995,0.0716848614398045,1,4.695,1,0.998583,High
PAYMENT,1,-1.57,120.89,18,Men's Footwear,Home Office,4,Apparel,18.2900219,-66.37050629,Europe,9.1,0.07,129.99,-0.01,1,129.99,120.89,-1.57,Western Europe,129.99,First Class,0.5,0,0.5572617350926394,0.1733333333333333,64.995,-0.0119856477593709,0,-0.785,1,0.998582,High
CASH,1,63.0,180.0,24,Women's Apparel,Corporate,5,Golf,40.0639801,-80.72141266,Europe,20.0,0.1,50.0,0.35,4,200.0,180.0,63.0,Western Europe,50.0,First Class,0.2,0,0.5572617350926394,0.3833333333333333,40.0,0.3134328358208955,0,12.6,1,0.998582,High
PAYMENT,1,40.48,89.96,46,Indoor/Outdoor Games,Corporate,7,Fan Shop,40.57566834,-74.45444489,LATAM,10.0,0.1,49.98,0.45,2,99.96,89.96,40.48,Central America,49.98,First Class,0.3333333333333333,0,0.550160672624026,0.25,33.32,0.4009508716323296,0,13.493333333333332,1,0.998582,High
CASH,1,-9.1,45.48,40,Accessories,Home Office,6,Outdoors,18.24115372,-66.37056732,USCA,4.5,0.09,24.99,-0.2,2,49.98,45.48,-9.1,US Center ,24.99,First Class,0.3333333333333333,0,0.5585197934595525,0.2466666666666666,16.66,-0.1785013730874853,0,-3.033333333333333,1,0.998581,High
PAYMENT,1,63.33,218.36,17,Cleats,Corporate,4,Apparel,18.23737717,-66.37052155,Europe,21.6,0.09,59.99,0.29,4,239.96,218.36,63.33,Southern Europe,59.99,First Class,0.2,0,0.540751521566552,0.38,47.992,0.2628237051792828,0,12.666,1,0.998581,High
CASH,1,82.21,283.48,43,Camping & Hiking,Corporate,7,Fan Shop,18.26618958,-66.37059784,Pacific Asia,16.5,0.06,299.98,0.29,1,299.98,283.48,82.21,West Asia,299.98,First Class,0.5,0,0.5579408086702793,0.17,149.99,0.2731410724965114,0,41.105,1,0.998581,High
DEBIT,1,123.03,251.07,12,Boxing & MMA,Consumer,3,Footwear,18.26084709,-66.37058258,Europe,18.9,0.07,89.99,0.49,3,269.97,251.07,123.03,Western Europe,89.99,First Class,0.25,0,0.5572617350926394,0.3066666666666666,67.4925,0.4540355020851016,0,30.7575,1,0.998581,High
DEBIT,1,72.53,193.4,37,Electronics,Consumer,6,Outdoors,18.23367119,-66.37059784,LATAM,14.56,0.07,51.99,0.38,4,207.96,193.4,72.53,South America,51.99,First Class,0.2,0,0.544642104375685,0.3733333333333333,41.592,0.3470999234303216,0,14.506,1,0.998581,High
DEBIT,1,45.68,130.5,24,Women's Apparel,Consumer,5,Golf,18.28394127,-66.37052918,Europe,19.5,0.13,50.0,0.35,3,150.0,130.5,45.68,Northern Europe,50.0,First Class,0.25,0,0.5410485933503836,0.3266666666666666,37.5,0.3025165562913907,1,11.42,1,0.998581,High
CASH,1,111.43,227.41,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,33.45040512,-111.9264069,LATAM,22.49,0.09,49.98,0.49,5,249.9,227.41,111.43,Central America,49.98,First Class,0.1666666666666666,0,0.550160672624026,0.4466666666666667,41.65,0.444121163810283,0,18.57166666666667,1,0.99858,High
DEBIT,1,41.4,118.29,18,Men's Footwear,Consumer,4,Apparel,29.52998352,-98.60829163,Pacific Asia,11.7,0.09,129.99,0.35,1,129.99,118.29,41.4,Oceania,129.99,First Class,0.5,0,0.537626449543548,0.18,64.995,0.3160546606611191,0,20.7,1,0.99858,High
DEBIT,1,69.12,191.99,48,Water Sports,Corporate,7,Fan Shop,18.23432159,-66.37049866,USCA,8.0,0.04,199.99,0.36,1,199.99,191.99,69.12,US Center ,199.99,First Class,0.5,0,0.5585197934595525,0.1633333333333333,99.995,0.3438977063535499,0,34.56,1,0.99858,High
DEBIT,1,46.8,97.49,18,Men's Footwear,Corporate,4,Apparel,18.24617577,-66.37051392,LATAM,32.5,0.25,129.99,0.48,1,129.99,97.49,46.8,Central America,129.99,First Class,0.5,0,0.550160672624026,0.2333333333333333,64.995,0.3572791816169173,1,23.4,1,0.99858,High
DEBIT,1,-18.77,115.17,29,Shop By Sport,Corporate,5,Golf,40.63761902,-73.94361115,Europe,4.8,0.04,39.99,-0.16,3,119.97,115.17,-18.77,Western Europe,39.99,First Class,0.25,0,0.5572617350926394,0.2966666666666667,29.9925,-0.1551624369678432,0,-4.6925,1,0.99858,High
DEBIT,1,87.0,299.99,45,Fishing,Consumer,7,Fan Shop,36.06234741,-115.1721954,Europe,100.0,0.25,399.98,0.29,1,399.98,299.99,87.0,Northern Europe,399.98,First Class,0.5,0,0.5410485933503836,0.2333333333333333,199.99,0.2169684273529852,1,43.5,1,0.99858,High
CASH,1,29.7,296.98,43,Camping & Hiking,Consumer,7,Fan Shop,36.08593369,-115.1726379,Europe,3.0,0.01,299.98,0.1,1,299.98,296.98,29.7,Western Europe,299.98,First Class,0.5,0,0.5572617350926394,0.1533333333333333,149.99,0.0986776530001993,0,14.85,1,0.998579,High
DEBIT,1,69.67,191.92,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,18.26428604,-66.37057495,Europe,8.0,0.04,49.98,0.36,4,199.92,191.92,69.67,Eastern Europe,49.98,First Class,0.2,0,0.5477099236641222,0.3633333333333333,39.984,0.3467549273342624,0,13.934,1,0.998579,High
DEBIT,1,-52.2,173.99,48,Water Sports,Home Office,7,Fan Shop,41.42157745,-81.7248764,Pacific Asia,26.0,0.13,199.99,-0.3,1,199.99,173.99,-52.2,West Asia,199.99,First Class,0.5,0,0.5579408086702793,0.1933333333333333,99.995,-0.2597144136524205,1,-26.1,1,0.998579,High
DEBIT,1,35.2,351.98,45,Fishing,Home Office,7,Fan Shop,33.4926796,-112.2088623,Pacific Asia,48.0,0.12,399.98,0.1,1,399.98,351.98,35.2,Oceania,399.98,First Class,0.5,0,0.537626449543548,0.19,199.99,0.0877849269290239,1,17.6,1,0.998579,High
PAYMENT,1,62.4,129.99,18,Men's Footwear,Consumer,4,Apparel,18.25998116,-66.37052918,USCA,0.0,0.0,129.99,0.48,1,129.99,129.99,62.4,US Center ,129.99,First Class,0.5,0,0.5585197934595525,0.15,64.995,0.4763722421558897,0,31.2,1,0.998578,High
PAYMENT,1,128.3,272.98,43,Camping & Hiking,Consumer,7,Fan Shop,37.09064484,-76.42490387,USCA,27.0,0.09,299.98,0.47,1,299.98,272.98,128.3,US Center ,299.98,First Class,0.5,0,0.5585197934595525,0.18,149.99,0.4262741710412652,0,64.15,1,0.998578,High
DEBIT,1,81.67,224.99,43,Camping & Hiking,Home Office,7,Fan Shop,34.1137352,-118.1886444,USCA,75.0,0.25,299.98,0.36,1,299.98,224.99,81.67,West of USA ,299.98,First Class,0.5,0,0.5421780332453006,0.2333333333333333,149.99,0.2713469333510532,1,40.835,1,0.998578,High
PAYMENT,1,20.92,46.48,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,37.34420395,-121.9884415,Europe,3.5,0.07,49.98,0.45,1,49.98,46.48,20.92,Western Europe,49.98,First Class,0.5,0,0.5572617350926394,0.1733333333333333,24.99,0.410357002746175,0,10.46,1,0.998578,High
DEBIT,1,76.8,159.99,48,Water Sports,Consumer,7,Fan Shop,18.28394127,-66.37052918,LATAM,40.0,0.2,199.99,0.48,1,199.99,159.99,76.8,Caribbean,199.99,First Class,0.5,0,0.5320455226115604,0.2166666666666666,99.995,0.3821085626150554,1,38.4,1,0.998578,High
PAYMENT,1,57.42,198.0,24,Women's Apparel,Corporate,5,Golf,18.26817322,-66.37062836,USCA,2.0,0.01,50.0,0.29,4,200.0,198.0,57.42,US Center ,50.0,First Class,0.2,0,0.5585197934595525,0.3533333333333333,40.0,0.2856716417910447,0,11.484,1,0.998577,High
DEBIT,1,92.16,191.99,48,Water Sports,Consumer,7,Fan Shop,18.21872711,-66.37054443,LATAM,8.0,0.04,199.99,0.48,1,199.99,191.99,92.16,Central America,199.99,First Class,0.5,0,0.550160672624026,0.1633333333333333,99.995,0.4585302751380665,0,46.08,1,0.998577,High
CASH,1,15.6,103.99,18,Men's Footwear,Consumer,4,Apparel,42.11032867,-88.04152679,Europe,26.0,0.2,129.99,0.15,1,129.99,103.99,15.6,Eastern Europe,129.99,First Class,0.5,0,0.5477099236641222,0.2166666666666666,64.995,0.1190930605389724,1,7.8,1,0.998577,High
CASH,1,119.06,283.48,43,Camping & Hiking,Home Office,7,Fan Shop,42.52750397,-89.07718658,Pacific Asia,16.5,0.06,299.98,0.42,1,299.98,283.48,119.06,South Asia,299.98,First Class,0.5,0,0.5620778385332904,0.17,149.99,0.3955744567745365,0,59.53,1,0.998577,High
